origLate,gaNum,orig,docID,groupID,primaryName,lang,userID,v11n,origEarly,shelfInstances.shelfInstance.instCountry,shelfInstances.shelfInstance.shelfID,shelfInstances.shelfInstance.originYearDescription,shelfInstances.shelfInstance.instURL,shelfInstances.shelfInstance.instPlace,shelfInstances.shelfInstance.instNameCustom,shelfInstances.shelfInstance.instID,shelfInstances.shelfInstance.leavesDescription,shelfInstances.shelfInstance.formerGANumber,shelfInstances.shelfInstance.shelfNumber,shelfInstances.shelfInstance.instLogoURL,shelfInstances.shelfInstance.instName,shelfInstances.shelfInstance.instGeoLocator,shelfInstances.shelfInstance.contentOverview,shelfInstances
1199.0,"L1873","XII",41873.0,"","L1873","g","","",1100.0,"Armenia",4836.0,"XII","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,1.0,"","M 1547","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","lP",
1299.0,"L1874","XIII",41874.0,"","L1874","g","","",1200.0,"Armenia",4837.0,"XIII","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,2.0,"","M 1624 (Vor- u. Nachsatzbl.)","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","lP",
1399.0,"L1875","XIII/XIV",41875.0,"","L1875","g","","",1200.0,"Armenia",4838.0,"XIV","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,2.0,"","M 2164 (Vor- u. Nachsatzbl.)","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","lP",
1299.0,"L1876","XIII",41876.0,"","L1876","g","","",1200.0,"Armenia",4839.0,"XIII","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,1.0,"","M 2274","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","laP",
1299.0,"L1877","XIII",41877.0,"","L1877","g","","",1200.0,"Armenia",4840.0,"XIII","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,2.0,"","M 3461 (Vor- u. Nachsatzbl.)","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","lP",
1399.0,"L1878","XIV",41878.0,"","L1878","g","","",1300.0,"Armenia",4841.0,"XIV","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,2.0,"","M 6953 (Vor- u. Nachsatzbl.)","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","laP",
1199.0,"L1879","XI/XII",41879.0,"","L1879","g","","",1000.0,"Armenia",4842.0,"XIUII","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,2.0,"","M 8482 (Vor- u. Nachsatzbl.)","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","lP",
1299.0,"L1880","XIII",41880.0,"","L1880","g","","",1200.0,"Armenia",4843.0,"XIV","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,1.0,"","Fragment 1","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","laP",
1199.0,"L1881","XII",41881.0,"","L1881","g","","",1100.0,"Armenia",4844.0,"XIII","https://matenadaran.am/en/matenadaran/home/","Yerevan","",0.0,4.0,"","Fragments 7 und 9","https://matenadaran.am/wp-content/uploads/2021/03/cropped-Logo-1.jpg","Matenadaran","","lP",
0.0,"L1882","",41882.0,"","L1882","grc","","",0.0,,,,,,,,,,,,,,,""
1099.0,"L1883","XI",41883.0,"","L1883","g","","",1000.0,"Bulgaria",4845.0,"XI/XII","http://www.nationallibrary.bg/","Sofia","",0.0,2.0,"","Gr. 6","","National Library Cyril and Methodius","","lP",
1199.0,"L1884","XII",41884.0,"","L1884","g","","",1100.0,"Bulgaria",4846.0,"XII","http://www.nationallibrary.bg/","Sofia","",0.0,10.0,"","Gr. 9","","National Library Cyril and Methodius","","lP",
899.0,"L1885","IX",41885.0,"","L1885","g","","",800.0,"Greece",4847.0,"IX","http://www.nlg.gr/","Athens","",0.0,29.0,"","EBE 2106, fol. 31. 36. 38-47. 54. 185. 186. 217. 242-254","","National Library","","U-lP",
1399.0,"L1886","XIII/ XIV",41886.0,"","L1886","g","","",1200.0,"Greece",4848.0,"XIII/ XIV","https://www.benaki.org/index.php?lang=en","Athens","",0.0,197.0,"","TA 63","https://www.benaki.org/templates/benaki/images/logos/benaki-new-logo.png","Benaki Museum","","lesk",
1099.0,"L1887","X/XI",41887.0,"","L1887","g","","",900.0,"Greece",4849.0,"X/XI","https://www.benaki.org/index.php?lang=en","Athens","",0.0,171.0,"","TA 138","https://www.benaki.org/templates/benaki/images/logos/benaki-new-logo.png","Benaki Museum","","lesk",
1099.0,"L1888","XI",41888.0,"","L1888",,,,,"USA",4592.0,"XV","http://www.lib.umich.edu/","Ann Arbor, MI","",0.0,8.0,"","Ms. 7, 8 fol.","http://ntmss.info/instlogos/michigan.jpg","University of Michigan Library","42.2808256,-83.7430378","lP",
1099.0,"L1888","XI",41888.0,"","L1888",,,,,"Greece",4850.0,"XI/XII","https://www.benaki.org/index.php?lang=en","Athens","",0.0,227.0,"","TA 140","https://www.benaki.org/templates/benaki/images/logos/benaki-new-logo.png","Benaki Museum","","lesk",
1099.0,"L1888","XI",41888.0,"","L1888",,,,,"Greece",4972.0,"XII","https://www.benaki.org/index.php?lang=en","Athens","",0.0,2.0,"","Μπ. 52","https://www.benaki.org/templates/benaki/images/logos/benaki-new-logo.png","Benaki Museum","","lP",
1099.0,"L1888","XI",41888.0,"","L1888","g","","",1000.0,,,,,,,,,,,,,,,
0.0,"L1889","",41889.0,"","L1889","grc","","",0.0,,,,,,,,,,,,,,,""
1299.0,"L1890","XII/ XIII",41890.0,"","L1890","g","","",1100.0,"Greece",4851.0,"XII/ XIII","https://www.benaki.org/index.php?lang=en","Athens","",0.0,162.0,"","TA 145","https://www.benaki.org/templates/benaki/images/logos/benaki-new-logo.png","Benaki Museum","","lesk †",
0.0,"L1891","",41891.0,"","L1891","grc","","",0.0,,,,,,,,,,,,,,,""
1299.0,"L1892","XI-XIII",41892.0,"","L1892","g","","",1000.0,"Greece",4852.0,"XI-XIII","https://www.benaki.org/index.php?lang=en","Athens","",0.0,199.0,"","TA 147, fol. 112-307","https://www.benaki.org/templates/benaki/images/logos/benaki-new-logo.png","Benaki Museum","","l",
0.0,"L1893","",41893.0,"","L1893","grc","","",0.0,,,,,,,,,,,,,,,""
1399.0,"L1894","XIV",41894.0,"","L1894","g","","",1300.0,"Greece",4853.0,"XIV","https://www.benaki.org/index.php?lang=en","Athens","",0.0,322.0,"","TA 271","https://www.benaki.org/templates/benaki/images/logos/benaki-new-logo.png","Benaki Museum","","lae †",
1299.0,"L1895","XIII",41895.0,"","L1895","g","","",1200.0,"Greece",4854.0,"XIII","http://www.gak.gr/index.php/en/","Athens","",0.0,61.0,"","K 47.VI.63","http://www.gak.gr/media_files/images/Periexomeno-english/0_FrontPage/logo_gsa(full).png","General State Archives","","lP",
1299.0,"L1896","XIII",41896.0,"","L1896","g","","",1200.0,"Greece",4855.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,4.0,"","1219, fol. 15-18","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","laP",
1199.0,"L1897","XII",41897.0,"","L1897","g","","",1100.0,"Greece",4856.0,"XII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,2.0,"","1219, fol. 21-22","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","lP",
1199.0,"L1898","XII",41898.0,"","L1898","g","","",1100.0,"Greece",4857.0,"XII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,2.0,"","1219, fol. 26-27","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","lP",
1299.0,"L1899","XIII",41899.0,"","L1899","g","","",1200.0,"Greece",4858.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,2.0,"","1219, fol. 28-29","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","lP",
1399.0,"L1900","XIV",41900.0,"","L1900","g","","",1300.0,"Greece",4859.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,7.0,"","1219, fol. 14, 30-33, 38-39","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","l+aP",
1199.0,"L1901","XII",41901.0,"","L1901","g","","",1100.0,"Greece",4860.0,"XII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,6.0,"","1219, fol. 19-20, 34-37","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","lP",
899.0,"L1902","IX",41902.0,"","L1902","g","","",800.0,"Greece",4861.0,"IX","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,4.0,"","1219, fol. 53-56","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","U-lP",
899.0,"L1903","IX",41903.0,"","L1903","g","","",800.0,"Greece",4862.0,"IX","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,1.0,"","1219, fol. 57","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","U-lP",
0.0,"L1904","",41904.0,"","L1904","grc","","",0.0,,,,,,,,,,,,,,,""
999.0,"L1905","X",41905.0,"","L1905","g","","",900.0,"Greece",4863.0,"X","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,1.0,"","1219, fol. 61","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","U-lP",
999.0,"L1906","X",41906.0,"","L1906","g","","",900.0,"Greece",4864.0,"X","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,2.0,"","1219, fol. 64","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","U-lP",
899.0,"L1907","IX",41907.0,"","L1907","g","","",800.0,"Greece",4865.0,"IX","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,2.0,"","1219, fol. 66-67","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","U-lP",
1299.0,"L1908","XIII",41908.0,"","L1908","g","","",1200.0,"Greece",4866.0,"XIII","http://www.religiousgreece.gr/ionian-islands/-/asset_publisher/PtMJiHo2S3di/content/iera-mone-kepouraion","Kefalonia","",0.0,181.0,"",1.0,"","Kipoureon Monastery ","","l(?)sk †",
1599.0,"L1909","XVI",41909.0,"","L1909","g","","",1500.0,"Location unknown",4867.0,"XVI","","Location unknown","",0.0,226.0,"","(früher: Chios, Meibohm 9)","","Zuletzt: Greece","","l+a",
1399.0,"L1910","XIV",41910.0,"","L1910","g","","",1300.0,"Italy",4868.0,"XIV","http://www.museobassano.it/","Bassano del Grappa","",0.0,136.0,"","34 B 19","","Biblioteca Civica","","lesk †",
1199.0,"L1911","XII",41911.0,"","L1911","g","","",1100.0,"Italy",4869.0,"XII","http://www.malatestiana.it/manoscritti/index.htm","Cesena","",0.0,192.0,"","Malatestiana D.XXVII.4","","Biblioteca Malatestiana","","lsel",
1199.0,"L1912","XII",41912.0,"","L1912","g","","",1100.0,"Italy",4870.0,"XII","http://www.malatestiana.it/manoscritti/index.htm","Cesena","",0.0,209.0,"","Malatestiana D.XXIX.2 (fol. 3-211)","","Biblioteca Malatestiana","","lesk †",
1399.0,"L1913","XIV",41913.0,"","L1913","g","","",1300.0,"Italy",4871.0,"XIV","http://www.malatestiana.it/manoscritti/index.htm","Cesena","",0.0,2.0,"","Malatestiana D.XXIX.2 (fol. 1-2)","","Biblioteca Malatestiana","","lP",
1399.0,"L1914","XIV",41914.0,"","L1914","g","","",1300.0,"Italy",4872.0,"XIV","","Florence","",0.0,1.0,"","Magl. II. II. 506","","Biblioteca Nazionale","","lP",
1599.0,"L1915","XVI",41915.0,"","L1915","g","","",1500.0,"Italy",4873.0,"XVI","","Galatone","",0.0,207.0,"",2.0,"","Chiesa Madre","","l+ak",
1099.0,"L1916","XI",41916.0,"","L1916","g","","",1000.0,"Italy",4874.0,"XI","http://www.ambrosiana.it/","Milan","",0.0,2.0,"","B. 60 sup., fol. I. II","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","lP",
999.0,"L1917","X",41917.0,"","L1917","g","","",900.0,"Italy",4875.0,"X","http://www.ambrosiana.it/","Milan","",0.0,"1 Frg","","B. 63 sup., fol. I","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","U-lP",
1299.0,"L1918","XIII",41918.0,"","L1918","g","","",1200.0,"Italy",4876.0,"XIII","http://www.ambrosiana.it/","Milan","",0.0,2.0,"","C. 7 sup., Vorsatzbll.","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","laP",
0.0,"L1919","",41919.0,"","L1919","grc","","",0.0,,,,,,,,,,,,,,,""
1299.0,"L1920","XIII",41920.0,"","L1920","g","","",1200.0,"Italy",4877.0,"XIII","http://www.ambrosiana.it/","Milan","",0.0,1.0,"","I. 94 suss.,  fol. 67","http://ntmss.info/instlogos/Ambrosiana.jpg","Biblioteca Ambrosiana","","lP",
1699.0,"L1921","XVII",41921.0,"","L1921","g","","",1600.0,"Italy",4878.0,"XVII","","Messina","",0.0,141.0,"","F. V. 294, fol. 1-75. 111-176","","Biblioteca Regionale Universitaria","","l+aek",
1199.0,"L1922","XII",41922.0,"","L1922","g","","",1100.0,"Italy",4879.0,"XII","","Naples","",0.0,315.0,"","s. n.","","Chiesa dei Santi Pietro e Paolo dei Greci","","le †",
1199.0,"L1923","XII",41923.0,"","L1923","g","","",1100.0,"Italy",4880.0,"XII","","Padua","",0.0,2.0,"","in scrin. MM","","Biblioteca Antoniana","","lP",
1099.0,"L1924","XI",41924.0,"","L1924","g","","",1000.0,"Italy",4881.0,"XI","","Palermo","",0.0,212.0,"","2Qq F 152","","Biblioteca Comunale","","lesk †",
1599.0,"L1925","XVI",41925.0,"","L1925","g","","",1500.0,"Italy",4882.0,"XVI","","Palermo","",0.0,221.0,"","2Qq C 235, fol. 53-273","","Biblioteca Comunale","","l+ak",
1099.0,"L1926","XI",41926.0,"","L1926","g","","",1000.0,"Italy",4883.0,"XI","","Parma","",0.0,6.0,"","Raccolta manoscritti 85","","Archivio di Stato","","U-lP",
1299.0,"L1927","XIII",41927.0,"","L1927","g","","",1200.0,"Italy",4884.0,"XIII","","Piana degli Albanesi","",0.0,256.0,"",1.0,"","Biblioteca del Seminario ","","le †",
1299.0,"L1928","XIII",41928.0,"","L1928","g","","",1200.0,"Italy",4885.0,"XIII","","Piana degli Albanesi","",0.0,204.0,"",2.0,"","Biblioteca del Seminario ","","l †",
1299.0,"L1929","XIII",41929.0,"","L1929","g","","",1200.0,"Vatican City",4886.0,"XIII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,44.0,"","Vat. gr. 1840, fol. 5-48","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","l+aP",
1199.0,"L1930","XII",41930.0,"","L1930","g","","",1100.0,"Vatican City",4887.0,"XII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,63.0,"","Vat. gr. 1844, fol. 31-87. 118-123","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","l+aP",
1519.0,"L1931",1519.0,41931.0,"","L1931","g","","",1519.0,"Vatican City",4888.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,196.0,"","Vat. gr. 2007","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","l+asel",
1599.0,"L1932","XVI",41932.0,"","L1932","g","","",1500.0,"Vatican City",4889.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,207.0,"","Vat. gr. 2032","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","l+asel",
1552.0,"L1933",1552.0,41933.0,"","L1933","g","","",1552.0,"Vatican City",4890.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,178.0,"","Vat. gr. 2311","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","lesk",
1199.0,"L1934","XII",41934.0,"","L1934","g","","",1100.0,"Vatican City",4891.0,"XII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,197.0,"","Vat. gr. 2320","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","le †",
1399.0,"L1935","XIV",41935.0,"","L1935","g","","",1300.0,"Vatican City",4892.0,"XIV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,139.0,"","Vat. gr. 2502","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","lesk †",
1499.0,"L1936","XV",41936.0,"","L1936","g","","",1400.0,"Vatican City",4893.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,168.0,"","Vat. gr. 2512","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","l+ask †",
1599.0,"L1937","XVI",41937.0,"","L1937","g","","",1500.0,"Vatican City",4894.0,"XVI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,144.0,"","Vat. gr. 2542","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","laesk",
1498.0,"L1938",1498.0,41938.0,"","L1938","g","","",1498.0,"Vatican City",4895.0,"XV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,165.0,"","Vat. gr. 2560","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","lesk †",
1099.0,"L1939","XI",41939.0,"","L1939","g","","",1000.0,"Vatican City",4896.0,"XI","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,2.0,"","Vat. gr. 2560, Vorsatzbl.","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","lP",
1297.0,"L1940",1297.0,41940.0,"","L1940","g","","",1297.0,"Vatican City",4897.0,"XIII","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,200.0,"","Vat. gr. 2563","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","lesk †",
1399.0,"L1941","XIV",41941.0,"","L1941","g","","",1300.0,"Vatican City",4898.0,"XIV","http://www.vaticanlibrary.va/","Città del Vaticano","",0.0,494.0,"","Vat. gr. 2574, II","http://ntmss.info/instlogos/Vaticano.jpg","Biblioteca Apostolica Vaticana","41.904211,12.4545925","le",
1099.0,"L1942","XI",41942.0,"","L1942","g","","",1000.0,"Italy",4899.0,"XI","http://www.bnto.librari.beniculturali.it/","Turin","",0.0,257.0,"","B.II.22","http://ntmss.info/instlogos/Turin.jpg","Biblioteca Nazionale Universitaria di Torino","45.0683038,7.6868538","U-lesk †",
1299.0,"L1943","XIII",41943.0,"","L1943","g","","",1200.0,"Italy",4900.0,"XIII","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,2.0,"","Gr. Z. 27 (341), Vorsatzbll.","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","lP",
1299.0,"L1944","XIII",41944.0,"","L1944","g","","",1200.0,"Italy",4901.0,"XIII","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,4.0,"","Gr. I,49 (1213), fol. 251-254","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","lP",
899.0,"L1945","IX",41945.0,"","L1945","g","","",800.0,"Italy",4902.0,"IX","http://marciana.venezia.sbn.it/catalogazione.php?sst=40","Venice","",0.0,2.0,"","Gr. I,66 (12057)","http://ntmss.info/instlogos/marciana.jpg","Biblioteca Nazionale Marciana","","U-lP",
1399.0,"L1946","XIII/ XIV",41946.0,"","L1946","g","","",1200.0,"France",4903.0,"XIII/ XIV","http://www.bnu.fr/bnu/fr","Strasbourg","",0.0,90.0,"","Ms. 1914","http://ntmss.info/instlogos/BNUStrasbourg.gif","Bibliothèque nationale universitaire","","lesk †",
0.0,"L1947","",41947.0,"","L1947","grc","","",0.0,,,,,,,,,,,,,,,""
1199.0,"L1948","XI/XII",41948.0,"","L1948","g","","",1000.0,"Germany",4904.0,"XI/XII","http://www.bsb-muenchen.de","München","",0.0,185.0,"","Cod. graec. 609","http://ntmss.info/instlogos/LogoBSB_02.jpg","Bayerische Staatsbibliothek (BSB)","48.1468613,11.5802694","lesk †",
1299.0,"L1949","XIII",41949.0,"","L1949","g","","",1200.0,"Germany",4905.0,"XIII","http://www.kloster-scheyern.de/","Scheyern","",0.0,122.0,"","Ms. 18","","Kloster Scheyern","","l+asel †",
1499.0,"L1950","XV",41950.0,"","L1950","g","","",1400.0,"Sweden",4906.0,"XV","http://ub.uu.se/?languageId=1","Uppsala","",0.0,36.0,"","Gr. 67, fol. 86-121","http://ub.uu.se/digitalAssets/242/242915_1uu_logo.png","Uppsala University Library","59.85492649999999,17.6312105","l+aP",
1099.0,"L1951","XI",41951.0,"","L1951",,,,,"USA",5995.0,"XI","http://museumofthebible.org/","Washington D.C.","",0.0,288.0,"","SIG.MS.000848","https://d302e0npexowb4.cloudfront.net/wp-content/uploads/2018/08/03152825/museum-of-the-bible-logo.png","Museum of the Bible","","lesk",
1099.0,"L1951","XI",41951.0,"","L1951",,,,,"United Kingdom",6593.0,"","http://www.lib.cam.ac.uk/","Cambridge","",0.0,288.0,"","Ms. Add. 10070","http://ntmss.info/instlogos/cambridge2.jpg","Cambridge University Library","52.2051088,0.1077233","l",
1099.0,"L1951","XI",41951.0,"","L1951","g","","",1000.0,,,,,,,,,,,,,,,
899.0,"L1952","IX",41952.0,"","L1952","g","","",800.0,"United Kingdom",4908.0,"IX","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,1.0,"","Ms. Auct. F. 6. 25*","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","U-laP",
899.0,"L1953","IX",41953.0,"","L1953","g","","",800.0,"United Kingdom",4909.0,"IX","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,131.0,"","Ms. Barocci 206, fol. 1-131","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","U-l",
899.0,"L1954","IX",41954.0,"","L1954","g","","",800.0,"United Kingdom",4910.0,"IX","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,119.0,"","Ms. Selden Supra 2,  fol. 2.7-99.108-132 (fol. 177.178: 0134)","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","U-lP",
899.0,"L1955","IX",41955.0,"","L1955","g","","",800.0,"United Kingdom",4911.0,"IX","http://www.bodleian.ox.ac.uk/","Oxford","",0.0,76.0,"","Ms. Selden Supra 3","https://iiif.bodleian.ox.ac.uk/iiif/image/f27e28db-0b08-4f16-9bdf-3565f591fb71/full/255,/0/default.jpg","Bodleian Library","","U-lP",
1099.0,"L1956","XI",41956.0,"","L1956","g","","",1000.0,"Location unknown",6386.0,"XI","","Location unknown","",0.0,274.0,"","Zuletzt: London, Sotheby's (Früher: Redlynch House/Salisbury, Abbey 4473)","","Auctioned/Sold","","l",
999.0,"L1957","X",41957.0,"","L1957","g","","",900.0,"Ireland",4913.0,"X","http://www.cbl.ie/","Dublin","",0.0,200.0,"","CBL W 138","http://ntmss.info/instlogos/cbl.png","Chester Beatty Library","53.3422356,-6.2672762","U-lesk †",
1099.0,"L1958","XI",41958.0,"","L1958","g","","",1000.0,"USA",4914.0,"XI","http://hcl.harvard.edu/libraries/houghton/","Cambridge, MA","",0.0,183.0,"","MS Gr 25","http://ntmss.info/instlogos/harvardCollege2.gif","Houghton Library, Harvard University","","le †",
